# joint_log_example.csv -- reference format for actuator_eval envelopes
# robot=arm-004 joint=elbow fw=rs-fw-1.4.2 rate=1000Hz captured=2026-07-28T09:14:00Z
# units: t_s=s  q_rad=rad  qd_rad_s=rad/s  tau_Nm=N.m  (all joint-referred)
t_s,q_rad,qd_rad_s,tau_Nm
4.0470,-0.349066,0.00000,-3.67534
4.0480,-0.349066,0.00000,-3.74877
4.0490,-0.349066,0.00000,-3.88490
4.0500,-0.349066,0.00000,-3.86036
4.0510,-0.349066,0.00000,-3.85011
4.0520,-0.349066,0.00000,-3.88922
4.0530,-0.349066,0.00000,-3.76913
4.0540,-0.349066,0.00000,-3.83625
4.0550,-0.349066,0.00000,-3.79573
4.0560,-0.349066,0.00000,-3.87326
4.0570,-0.349066,0.00000,-3.88458
4.0580,-0.349066,0.00000,-3.88128
4.0590,-0.349066,0.00000,-3.83256
4.0600,-0.349066,0.00000,-3.85864
4.0610,-0.349066,0.00000,-3.80276
4.0620,-0.349066,0.00000,-3.86967
4.0630,-0.349066,0.00000,-3.80575
4.0640,-0.349066,0.00000,-3.69440
4.0650,-0.349066,0.00000,-3.96484
4.0660,-0.349066,0.00000,-3.87962
4.0670,-0.349066,0.00000,-3.79320
4.0680,-0.349066,0.00000,-3.85447
4.0690,-0.349066,0.00000,-3.86964
4.0700,-0.349066,0.00000,-3.81901
4.0710,-0.349066,0.00000,-3.87199
4.0720,-0.349066,0.00000,-3.78786
4.0730,-0.349066,0.00000,-3.91434
4.0740,-0.349066,0.00000,-4.06005
4.0750,-0.349066,0.00000,-3.91839
4.0760,-0.349066,0.00000,-3.97315
4.0770,-0.349066,0.00000,-3.81442
4.0780,-0.349066,0.00000,-3.89945
4.0790,-0.349066,0.00000,-4.04250
4.0800,-0.349066,0.00000,-4.01294
4.0810,-0.349066,0.00000,-3.97289
4.0820,-0.349066,0.00000,-3.82968
4.0830,-0.349066,0.00000,-3.87495
4.0840,-0.349066,0.00000,-3.80394
4.0850,-0.349066,0.00000,-3.88871
4.0860,-0.349066,0.00000,-3.71475
4.0870,-0.349066,0.00000,-3.74885
4.0880,-0.349066,0.00000,-3.70652
4.0890,-0.349066,0.00000,-3.82041
4.0900,-0.349066,0.00000,-3.88658
4.0910,-0.349066,0.00000,-3.87774
4.0920,-0.349066,0.00000,-3.77150
4.0930,-0.349066,0.00000,-3.91200
4.0940,-0.349066,0.00000,-3.82018
4.0950,-0.349066,0.00000,-3.84118
4.0960,-0.349066,0.00000,-3.94632
4.0970,-0.349066,0.00000,-3.85351
4.0980,-0.349066,0.00000,-3.90794
4.0990,-0.349066,0.00000,-3.86906
4.1000,-0.349066,0.00000,-3.89095
4.1010,-0.349066,0.00000,-3.87481
4.1020,-0.349066,0.00000,-3.89781
4.1030,-0.349066,0.00000,-3.97950
4.1040,-0.349066,0.00000,-3.57265
4.1050,-0.349066,0.00000,-4.00390
4.1060,-0.349066,0.00000,-3.79787
4.1070,-0.349066,0.00000,-3.84995
4.1080,-0.349066,0.00000,-3.90804
4.1090,-0.349066,0.00000,-3.88912
4.1100,-0.349066,0.00000,-3.88181
4.1110,-0.349066,0.00000,-3.79850
4.1120,-0.349066,0.00000,-3.87533
4.1130,-0.349066,0.00000,-3.86847
4.1140,-0.349066,0.00000,-3.98833
4.1150,-0.349066,0.00000,-3.80640
4.1160,-0.349066,0.00000,-3.92425
4.1170,-0.349066,0.00000,-3.78191
4.1180,-0.349066,0.00000,-3.95451
4.1190,-0.349066,0.00000,-3.71923
4.1200,-0.349066,0.00000,-3.90379
4.1210,-0.349066,0.00000,-3.85921
4.1220,-0.349066,0.00000,-3.83096
4.1230,-0.349066,0.00000,-3.86776
4.1240,-0.349066,0.00000,-3.80888
4.1250,-0.349066,0.00000,-3.98791
4.1260,-0.349066,0.00000,-3.92124
4.1270,-0.349066,0.00000,-3.64777
4.1280,-0.349066,0.00000,-3.90697
4.1290,-0.349066,0.00000,-3.80753
4.1300,-0.349066,0.00000,-4.07433
4.1310,-0.349066,0.00000,-3.90011
4.1320,-0.349066,0.00000,-3.73912
4.1330,-0.349066,0.00000,-3.77570
4.1340,-0.349066,0.00000,-3.85807
4.1350,-0.349066,0.00000,-3.86393
4.1360,-0.349066,0.00000,-3.86009
4.1370,-0.349066,0.00000,-3.88443
4.1380,-0.349066,0.00000,-3.86803
4.1390,-0.349066,0.00000,-3.81541
4.1400,-0.349066,0.00000,-3.90310
4.1410,-0.349066,0.00000,-3.83272
4.1420,-0.349066,0.00000,-3.78760
4.1430,-0.349066,0.00000,-3.67783
4.1440,-0.349066,0.00000,-4.00027
4.1450,-0.349066,0.00000,-3.73733
4.1460,-0.349066,0.00000,-3.91957
4.1470,-0.349066,0.00000,-3.87728
4.1480,-0.349066,0.00000,-3.84956
4.1490,-0.349066,0.00000,-3.92891
4.1500,-0.349066,0.00000,-3.80656
4.1510,-0.349066,0.00000,-3.94953
4.1520,-0.349066,0.00000,-3.84447
4.1530,-0.349066,0.00000,-3.94389
4.1540,-0.349066,0.00000,-3.82325
4.1550,-0.349066,0.00000,-3.78054
4.1560,-0.349066,0.00000,-3.73874
4.1570,-0.349066,0.00000,-3.98860
4.1580,-0.349066,0.00000,-4.07149
4.1590,-0.349066,0.00000,-3.85922
4.1600,-0.349066,0.00000,-3.78809
4.1610,-0.349066,0.00000,-3.78555
4.1620,-0.349066,0.00000,-3.89798
4.1630,-0.349066,0.00000,-3.69353
4.1640,-0.349066,0.00000,-3.81325
4.1650,-0.349066,0.00000,-3.84809
4.1660,-0.349066,0.00000,-3.83112
4.1670,-0.349066,0.00000,-3.73599
4.1680,-0.349066,0.00000,-3.80845
4.1690,-0.349066,0.00000,-3.83172
4.1700,-0.349066,0.00000,-3.83904
4.1710,-0.349066,0.00000,-4.05619
4.1720,-0.349066,0.00000,-4.01851
4.1730,-0.349066,0.00000,-3.89045
4.1740,-0.349066,0.00000,-3.94918
4.1750,-0.349066,0.00000,-3.90382
4.1760,-0.349066,0.00000,-3.91847
4.1770,-0.349066,0.00000,-3.93753
4.1780,-0.349066,0.00000,-3.88176
4.1790,-0.349066,0.00000,-3.86987
4.1800,-0.349066,0.00000,-3.80533
4.1810,-0.349066,0.00000,-3.99021
4.1820,-0.349066,0.00000,-4.07357
4.1830,-0.349066,0.00000,-3.94484
4.1840,-0.349066,0.00000,-4.01846
4.1850,-0.349066,0.00000,-3.97309
4.1860,-0.349066,0.00000,-3.86147
4.1870,-0.349066,0.00000,-3.82466
4.1880,-0.349066,0.00000,-3.87547
4.1890,-0.349066,0.00000,-3.86045
4.1900,-0.349066,0.00000,-3.80843
4.1910,-0.349066,0.00000,-3.77053
4.1920,-0.349066,0.00000,-3.69423
4.1930,-0.349066,0.00000,-3.93267
4.1940,-0.349066,0.00000,-3.90121
4.1950,-0.349066,0.00000,-3.74938
4.1960,-0.349066,0.00000,-3.87120
4.1970,-0.349066,0.00000,-3.77565
4.1980,-0.349066,0.00000,-3.93576
4.1990,-0.349066,0.00000,-3.86547
4.2000,-0.349066,0.00000,-3.77431
4.2010,-0.349066,0.00000,-3.99277
4.2020,-0.349066,0.00000,-3.79580
4.2030,-0.349066,0.00000,-4.02259
4.2040,-0.349066,0.00000,-3.73294
4.2050,-0.349066,0.00000,-3.86131
4.2060,-0.349066,0.00000,-3.76766
4.2070,-0.349066,0.00000,-3.90789
4.2080,-0.349066,0.00000,-4.01588
4.2090,-0.349066,0.00000,-3.78877
4.2100,-0.349066,0.00000,-3.78707
4.2110,-0.349066,0.00000,-3.73691
4.2120,-0.349066,0.00000,-3.80920
4.2130,-0.349066,0.00000,-3.84134
4.2140,-0.349066,0.00000,-3.79898
4.2150,-0.349066,0.00000,-3.70504
4.2160,-0.349066,0.00000,-3.88993
4.2170,-0.349066,0.00000,-3.81268
4.2180,-0.349066,0.00000,-3.88232
4.2190,-0.349066,0.00000,-3.81916
4.2200,-0.349066,0.00000,-3.90520
4.2210,-0.349066,0.00000,-3.97703
4.2220,-0.349066,0.00000,-4.01503
4.2230,-0.349066,0.00000,-3.84810
4.2240,-0.349066,0.00000,-4.00638
4.2250,-0.349066,0.00000,-4.11232
4.2260,-0.349066,0.00000,-3.89342
4.2270,-0.349066,0.00000,-3.98105
4.2280,-0.349066,0.00000,-3.83538
4.2290,-0.349066,0.00000,-3.88797
4.2300,-0.349066,0.00000,-3.88810
4.2310,-0.349066,0.00000,-3.88935
4.2320,-0.349066,0.00000,-3.93811
4.2330,-0.349066,0.00000,-3.92915
4.2340,-0.349066,0.00000,-3.82029
4.2350,-0.349066,0.00000,-3.79130
4.2360,-0.349066,0.00000,-3.94133
4.2370,-0.349066,0.00000,-3.84300
4.2380,-0.349066,0.00000,-3.91835
4.2390,-0.349066,0.00000,-3.78454
4.2400,-0.349066,0.00000,-3.93825
4.2410,-0.349066,0.00000,-3.79460
4.2420,-0.349066,0.00000,-3.94310
4.2430,-0.349066,0.00000,-3.84032
4.2440,-0.349066,0.00000,-3.86820
4.2450,-0.349066,0.00000,-3.96554
4.2460,-0.349066,0.00000,-3.67830
4.2470,-0.349066,0.00000,-3.88029
4.2480,-0.349066,0.00000,-3.79743
4.2490,-0.349066,0.00000,-3.87630
4.2500,-0.349066,0.00000,-3.86562
4.2510,-0.349066,0.00000,-3.80249
4.2520,-0.349066,0.00000,-3.87281
4.2530,-0.349066,0.00000,-3.87946
4.2540,-0.349066,0.00000,-4.01923
4.2550,-0.349066,0.00000,-3.81628
4.2560,-0.349066,0.00000,-3.90998
4.2570,-0.349066,0.00000,-3.81312
4.2580,-0.349066,0.00000,-3.87102
4.2590,-0.349066,0.00000,-3.92218
4.2600,-0.349066,0.00000,-3.83023
4.2610,-0.349066,0.00000,-3.86706
4.2620,-0.349066,0.00000,-3.80002
4.2630,-0.349066,0.00000,-3.76615
4.2640,-0.349066,0.00000,-3.78141
4.2650,-0.349066,0.00000,-3.94172
4.2660,-0.349066,0.00000,-3.93085
4.2670,-0.349066,0.00000,-4.00344
4.2680,-0.349066,0.00000,-3.81472
4.2690,-0.349066,0.00000,-3.93892
4.2700,-0.349066,0.00000,-3.89086
4.2710,-0.349066,0.00000,-3.79184
4.2720,-0.349066,0.00000,-3.92412
4.2730,-0.349066,0.00000,-3.78719
4.2740,-0.349066,0.00000,-3.82905
4.2750,-0.349066,0.00000,-3.91226
4.2760,-0.349066,0.00000,-3.78164
4.2770,-0.349066,0.00000,-3.86079
4.2780,-0.349066,0.00000,-3.98816
4.2790,-0.349066,0.00000,-3.95361
4.2800,-0.349066,0.00000,-4.01642
4.2810,-0.349066,0.00000,-3.94379
4.2820,-0.349066,0.00000,-3.85246
4.2830,-0.349066,0.00000,-3.76602
4.2840,-0.349066,0.00000,-3.80686
4.2850,-0.349066,0.00000,-3.92978
4.2860,-0.349066,0.00000,-3.76427
4.2870,-0.349066,0.00000,-4.00317
4.2880,-0.349066,0.00000,-3.84914
4.2890,-0.349066,0.00000,-3.87931
4.2900,-0.349066,0.00000,-3.93715
4.2910,-0.349066,0.00000,-3.90401
4.2920,-0.349066,0.00000,-3.79378
4.2930,-0.349066,0.00000,-3.90233
4.2940,-0.349066,0.00000,-3.84868
4.2950,-0.349066,0.00000,-3.85553
4.2960,-0.349066,0.00000,-3.81399
4.2970,-0.349066,0.00000,-3.83522
4.2980,-0.349066,0.00000,-3.92871
4.2990,-0.349066,0.00000,-3.79572
4.3000,-0.349066,0.00000,-3.71754
4.3010,-0.349066,0.00000,-3.77420
4.3020,-0.349066,0.00000,-3.92617
4.3030,-0.349066,0.00000,-3.82400
4.3040,-0.349066,0.00000,-3.75731
4.3050,-0.349066,0.00000,-3.79554
4.3060,-0.349066,0.00000,-3.78221
4.3070,-0.349066,0.00000,-3.87119
4.3080,-0.349066,0.00000,-3.84945
4.3090,-0.349066,0.00000,-3.71231
4.3100,-0.349066,0.00000,-3.72662
4.3110,-0.349066,0.00000,-3.95715
4.3120,-0.349066,0.00000,-3.87992
4.3130,-0.349066,0.00000,-3.86950
4.3140,-0.349066,0.00000,-3.94312
4.3150,-0.349066,0.00000,-3.92720
4.3160,-0.349066,0.00000,-3.88201
4.3170,-0.349066,0.00000,-3.69332
4.3180,-0.349066,0.00000,-3.85505
4.3190,-0.349066,0.00000,-4.01878
4.3200,-0.349066,0.00000,-3.90799
4.3210,-0.349066,0.00000,-3.84992
4.3220,-0.349066,0.00000,-4.03510
4.3230,-0.349066,0.00000,-3.81594
4.3240,-0.349066,0.00000,-3.90679
4.3250,-0.349066,0.00000,-3.75033
4.3260,-0.349066,0.00000,-3.63795
4.3270,-0.349066,0.00000,-3.84025
4.3280,-0.349066,0.00000,-4.04329
4.3290,-0.349066,0.00000,-3.69624
4.3300,-0.349066,0.00000,-3.82704
4.3310,-0.349066,0.00000,-3.92199
4.3320,-0.349066,0.00000,-3.74206
4.3330,-0.349066,0.00000,-3.88079
4.3340,-0.349066,0.00000,-3.97709
4.3350,-0.349066,0.00000,-3.89841
4.3360,-0.349066,0.00000,-3.82228
4.3370,-0.349066,0.00000,-3.79056
4.3380,-0.349066,0.00000,-3.86361
4.3390,-0.349066,0.00000,-3.81677
4.3400,-0.349066,0.00000,-3.83201
4.3410,-0.349066,0.00000,-3.90941
4.3420,-0.349066,0.00000,-3.95597
4.3430,-0.349066,0.00000,-3.78123
4.3440,-0.349066,0.00000,-3.92553
4.3450,-0.349066,0.00000,-4.03080
4.3460,-0.349066,0.00000,-3.89325
4.3470,-0.349066,0.00000,-3.83811
4.3480,-0.349066,0.00000,-3.90914
4.3490,-0.349066,0.00000,-3.75038
4.3500,-0.349066,0.00000,-3.67864
4.3510,-0.349066,0.00000,-3.85686
4.3520,-0.349066,0.00000,-3.90110
4.3530,-0.349066,0.00000,-3.78511
4.3540,-0.349066,0.00000,-3.88346
4.3550,-0.349066,0.00000,-3.84025
4.3560,-0.349066,0.00000,-3.94402
4.3570,-0.349066,0.00000,-3.86326
4.3580,-0.349066,0.00000,-3.81999
4.3590,-0.349066,0.00000,-4.00317
4.3600,-0.349066,0.00000,-3.72871
4.3610,-0.349066,0.00000,-3.66880
4.3620,-0.349066,0.00000,-3.86911
4.3630,-0.349066,0.00000,-3.86279
4.3640,-0.349066,0.00000,-3.94696
4.3650,-0.349066,0.00000,-3.79625
4.3660,-0.349066,0.00000,-3.84893
4.3670,-0.349066,0.00000,-3.69294
4.3680,-0.349066,0.00000,-3.89847
4.3690,-0.349066,0.00000,-3.84245
4.3700,-0.349066,0.00000,-3.95653
4.3710,-0.349066,0.00000,-3.76044
4.3720,-0.349066,0.00000,-3.86678
4.3730,-0.349066,0.00000,-3.89545
4.3740,-0.349066,0.00000,-3.85808
4.3750,-0.349066,0.00000,-3.78859
4.3760,-0.349066,0.00000,-3.74092
4.3770,-0.349066,0.00000,-3.80403
4.3780,-0.349066,0.00000,-3.94079
4.3790,-0.349066,0.00000,-3.83934
4.3800,-0.349066,0.00000,-3.86490
4.3810,-0.349066,0.00000,-4.01184
4.3820,-0.349066,0.00000,-3.86533
4.3830,-0.349066,0.00000,-3.93941
4.3840,-0.349066,0.00000,-3.90084
4.3850,-0.349066,0.00000,-3.69203
4.3860,-0.349066,0.00000,-3.85673
4.3870,-0.349066,0.00000,-3.88316
4.3880,-0.349066,0.00000,-3.80282
4.3890,-0.349066,0.00000,-3.87996
4.3900,-0.349066,0.00000,-3.90526
4.3910,-0.349066,0.00000,-4.00587
4.3920,-0.349066,0.00000,-3.83560
4.3930,-0.349066,0.00000,-3.87800
4.3940,-0.349066,0.00000,-3.82449
4.3950,-0.349066,0.00000,-3.76772
4.3960,-0.349066,0.00000,-3.85709
4.3970,-0.349066,0.00000,-3.76140
4.3980,-0.349066,0.00000,-3.90663
4.3990,-0.349066,0.00000,-3.88294
4.4000,-0.349066,0.00000,-4.12833
4.4010,-0.349066,0.00000,-3.81716
4.4020,-0.349066,0.00000,-3.90106
4.4030,-0.349066,0.00000,-3.84320
4.4040,-0.349066,0.00000,-3.84875
4.4050,-0.349066,0.00000,-3.85517
4.4060,-0.349066,0.00000,-3.91455
4.4070,-0.349066,0.00000,-3.94846
4.4080,-0.349066,0.00000,-4.06217
4.4090,-0.349066,0.00000,-3.99212
4.4100,-0.349066,0.00000,-3.95112
4.4110,-0.349066,0.00000,-3.93604
4.4120,-0.349066,0.00000,-3.79289
4.4130,-0.349066,0.00000,-3.95126
4.4140,-0.349066,0.00000,-3.83883
4.4150,-0.349066,0.00000,-3.62791
4.4160,-0.349066,0.00000,-3.67974
4.4170,-0.349066,0.00000,-3.93384
4.4180,-0.349066,0.00000,-3.88762
4.4190,-0.349066,0.00000,-3.82951
4.4200,-0.349066,0.00000,-4.04517
4.4210,-0.349066,0.00000,-3.80542
4.4220,-0.349066,0.00000,-3.75965
4.4230,-0.349066,0.00000,-3.82067
4.4240,-0.349066,0.00000,-3.76087
4.4250,-0.349066,0.00000,-3.82998
4.4260,-0.349066,0.00000,-3.85455
4.4270,-0.349066,0.00000,-3.97688
4.4280,-0.349066,0.00000,-3.77172
4.4290,-0.349066,0.00000,-3.97140
4.4300,-0.349066,0.00000,-3.89550
4.4310,-0.349066,0.00000,-3.86929
4.4320,-0.349066,0.00000,-4.04522
4.4330,-0.349066,0.00000,-3.62228
4.4340,-0.349066,0.00000,-4.02186
4.4350,-0.349066,0.00000,-3.80467
4.4360,-0.349066,0.00000,-3.82077
4.4370,-0.349066,0.00000,-3.86101
4.4380,-0.349066,0.00000,-3.88467
4.4390,-0.349066,0.00000,-3.84569
4.4400,-0.349066,0.00000,-3.91461
4.4410,-0.349066,0.00000,-3.66234
4.4420,-0.349066,0.00000,-3.95585
4.4430,-0.349066,0.00000,-4.07518
4.4440,-0.349066,0.00000,-3.78783
4.4450,-0.349066,0.00000,-3.91613
4.4460,-0.349066,0.00000,-3.69069
4.4470,-0.349066,0.00000,-3.87009
4.4480,-0.349066,0.00000,-3.89777
4.4490,-0.349066,0.00000,-3.90599
4.4500,-0.349066,0.00000,-3.83011
4.4510,-0.349066,0.00000,-3.83646
4.4520,-0.349066,0.00000,-3.86068
4.4530,-0.349066,0.00000,-3.81449
4.4540,-0.349066,0.00000,-4.03812
4.4550,-0.349066,0.00000,-3.91580
4.4560,-0.349066,0.00000,-3.73280
4.4570,-0.349066,0.00000,-3.84191
4.4580,-0.349066,0.00000,-3.81457
4.4590,-0.349066,0.00000,-3.99930
4.4600,-0.349066,0.00000,-3.73629
4.4610,-0.349066,0.00000,-3.88466
4.4620,-0.349066,0.00000,-3.91509
4.4630,-0.349066,0.00000,-3.90159
4.4640,-0.349066,0.00000,-3.82593
4.4650,-0.349066,0.00000,-3.86533
4.4660,-0.349066,0.00000,-3.74405
4.4670,-0.349066,0.00000,-3.70253
4.4680,-0.349066,0.00000,-3.88606
4.4690,-0.349066,0.00000,-3.79101
4.4700,-0.349066,0.00000,-3.96730
4.4710,-0.349066,0.00000,-3.93214
4.4720,-0.349066,0.00000,-3.91328
4.4730,-0.349066,0.00000,-3.87428
4.4740,-0.349066,0.00000,-3.79520
4.4750,-0.349066,0.00000,-3.86422
4.4760,-0.349066,0.00000,-3.96872
4.4770,-0.349066,0.00000,-3.90736
4.4780,-0.349066,0.00000,-3.99343
4.4790,-0.349066,0.00000,-3.88228
4.4800,-0.349066,0.00000,-3.82007
4.4810,-0.349066,0.00000,-3.83344
4.4820,-0.349066,0.00000,-3.96346
4.4830,-0.349066,0.00000,-3.93705
4.4840,-0.349066,0.00000,-3.78112
4.4850,-0.349066,0.00000,-3.77427
4.4860,-0.349066,0.00000,-3.90287
4.4870,-0.349066,0.00000,-3.86644
4.4880,-0.349066,0.00000,-3.86600
4.4890,-0.349066,0.00000,-3.97535
4.4900,-0.349066,0.00000,-3.92734
4.4910,-0.349066,0.00000,-3.80812
4.4920,-0.349066,0.00000,-3.71488
4.4930,-0.349066,0.00000,-3.96788
4.4940,-0.349066,0.00000,-3.85498
4.4950,-0.349066,0.00000,-3.98377
4.4960,-0.349066,0.00000,-3.85134
4.4970,-0.349066,0.00000,-3.89529
4.4980,-0.349066,0.00000,-3.80268
4.4990,-0.349066,0.00000,-3.94888
4.5000,-0.349066,0.00000,-3.88620
4.5010,-0.349066,0.00000,-3.75856
4.5020,-0.349066,0.00000,-3.80894
4.5030,-0.349066,0.00000,-3.74181
4.5040,-0.349066,0.00000,-3.88867
4.5050,-0.349066,0.00000,-4.00194
4.5060,-0.349066,0.00000,-3.94647
4.5070,-0.349066,0.00000,-3.76680
4.5080,-0.349066,0.00000,-3.85789
4.5090,-0.349066,0.00000,-3.86077
4.5100,-0.349066,0.00000,-3.88867
4.5110,-0.349066,0.00000,-3.91046
4.5120,-0.349066,0.00000,-3.97759
4.5130,-0.349066,0.00000,-3.80333
4.5140,-0.349066,0.00000,-3.72990
4.5150,-0.349066,0.00000,-3.87704
4.5160,-0.349066,0.00000,-3.84685
4.5170,-0.349066,0.00000,-3.96261
4.5180,-0.349066,0.00000,-3.78812
4.5190,-0.349066,0.00000,-4.00933
4.5200,-0.349066,0.00000,-3.85202
4.5210,-0.349066,0.00000,-4.00839
4.5220,-0.349066,0.00000,-3.85473
4.5230,-0.349066,0.00000,-3.81827
4.5240,-0.349066,0.00000,-3.87404
4.5250,-0.349066,0.00000,-3.98566
4.5260,-0.349066,0.00000,-3.80378
4.5270,-0.349066,0.00000,-3.87070
4.5280,-0.349066,0.00000,-4.05999
4.5290,-0.349066,0.00000,-3.85152
4.5300,-0.349066,0.00000,-3.65470
4.5310,-0.349066,0.00000,-3.93144
4.5320,-0.349066,0.00000,-3.91151
4.5330,-0.349066,0.00000,-3.90803
4.5340,-0.349066,0.00000,-3.89095
4.5350,-0.349066,0.00000,-3.89076
4.5360,-0.349066,0.00000,-3.79471
4.5370,-0.349066,0.00000,-3.92742
4.5380,-0.349066,0.00000,-3.99866
4.5390,-0.349066,0.00000,-3.84378
4.5400,-0.349066,0.00000,-3.87857
4.5410,-0.349066,0.00000,-3.83669
4.5420,-0.349066,0.00000,-3.97822
4.5430,-0.349066,0.00000,-4.03063
4.5440,-0.349066,0.00000,-3.93058
4.5450,-0.349066,0.00000,-3.81934
4.5460,-0.349066,0.00000,-3.88383
4.5470,-0.349066,0.00000,-3.97190
4.5480,-0.349066,0.00000,-3.90013
4.5490,-0.349066,0.00000,-3.91301
4.5500,-0.349066,0.00000,-3.86371
4.5510,-0.349066,0.00000,-3.88602
4.5520,-0.349066,0.00000,-3.97927
4.5530,-0.349066,0.00000,-3.80202
4.5540,-0.349066,0.00000,-3.93209
4.5550,-0.349066,0.00000,-3.97780
4.5560,-0.349066,0.00000,-3.89475
4.5570,-0.349066,0.00000,-3.75113
4.5580,-0.349066,0.00000,-3.86723
4.5590,-0.349066,0.00000,-3.90889
4.5600,-0.349066,0.00000,-3.74303
4.5610,-0.349066,0.00000,-3.77928
4.5620,-0.349066,0.00000,-3.91617
4.5630,-0.349066,0.00000,-3.95304
4.5640,-0.349066,0.00000,-3.99491
4.5650,-0.349066,0.00000,-3.66040
4.5660,-0.349066,0.00000,-3.94499
4.5670,-0.349066,0.00000,-3.93867
4.5680,-0.349066,0.00000,-3.89847
4.5690,-0.349066,0.00000,-3.83002
4.5700,-0.349066,0.00000,-3.84370
4.5710,-0.349066,0.00000,-3.79528
4.5720,-0.349066,0.00000,-3.91947
4.5730,-0.349066,0.00000,-3.93281
4.5740,-0.349066,0.00000,-3.89857
4.5750,-0.349066,0.00000,-3.85069
4.5760,-0.349066,0.00000,-3.88324
4.5770,-0.349066,0.00000,-3.73473
4.5780,-0.349066,0.00000,-3.72165
4.5790,-0.349066,0.00000,-3.91397
4.5800,-0.349066,0.00000,-3.97665
4.5810,-0.349066,0.00000,-3.98253
4.5820,-0.349066,0.00000,-3.83099
4.5830,-0.349066,0.00000,-3.92858
4.5840,-0.349066,0.00000,-3.86447
4.5850,-0.349066,0.00000,-3.91940
4.5860,-0.349066,0.00000,-4.01261
4.5870,-0.349066,0.00000,-3.91977
4.5880,-0.349066,0.00000,-3.79766
4.5890,-0.349066,0.00000,-4.00370
4.5900,-0.349066,0.00000,-3.95079
4.5910,-0.349066,0.00000,-3.80290
4.5920,-0.349066,0.00000,-3.85286
4.5930,-0.349066,0.00000,-3.91454
4.5940,-0.349066,0.00000,-3.78242
4.5950,-0.349066,0.00000,-3.71850
4.5960,-0.349066,0.00000,-3.92797
4.5970,-0.349066,0.00000,-4.00710
4.5980,-0.349066,0.00000,-3.94810
4.5990,-0.349066,0.00000,-3.81516
4.6000,-0.349066,0.00000,-3.82164
4.6010,-0.349066,0.00000,-3.96060
4.6020,-0.349066,0.00000,-3.79525
4.6030,-0.349066,0.00000,-3.77508
4.6040,-0.349066,0.00000,-4.02453
4.6050,-0.349066,0.00000,-3.84118
4.6060,-0.349066,0.00000,-3.89550
4.6070,-0.349066,0.00000,-3.88806
4.6080,-0.349066,0.00000,-3.90881
4.6090,-0.349066,0.00000,-3.87472
4.6100,-0.349066,0.00000,-3.89103
4.6110,-0.349066,0.00000,-3.93754
4.6120,-0.349066,0.00000,-3.82406
4.6130,-0.349066,0.00000,-3.78822
4.6140,-0.349066,0.00000,-4.00908
4.6150,-0.349066,0.00000,-3.96069
4.6160,-0.349066,0.00000,-3.91769
4.6170,-0.349066,0.00000,-3.92455
4.6180,-0.349066,0.00000,-3.82557
4.6190,-0.349066,0.00000,-3.97585
4.6200,-0.349066,0.00000,-3.92676
4.6210,-0.349066,0.00000,-3.76556
4.6220,-0.349066,0.00000,-3.71383
4.6230,-0.349066,0.00000,-3.70677
4.6240,-0.349066,0.00000,-3.80655
4.6250,-0.349066,0.00000,-3.88782
4.6260,-0.349066,0.00000,-3.81719
4.6270,-0.349066,0.00000,-3.92952
4.6280,-0.349066,0.00000,-3.88920
4.6290,-0.349066,0.00000,-3.76415
4.6300,-0.349066,0.00000,-3.73358
4.6310,-0.349066,0.00000,-3.88509
4.6320,-0.349066,0.00000,-3.52058
4.6330,-0.349066,0.00000,-3.84301
4.6340,-0.349066,0.00000,-3.90112
4.6350,-0.349066,0.00000,-3.89936
4.6360,-0.349066,0.00000,-4.05601
4.6370,-0.349066,0.00000,-3.95259
4.6380,-0.349066,0.00000,-3.86325
4.6390,-0.349066,0.00000,-3.92107
4.6400,-0.349066,0.00000,-3.86011
4.6410,-0.349066,0.00000,-3.84472
4.6420,-0.349066,0.00000,-3.86409
4.6430,-0.349066,0.00000,-4.09998
4.6440,-0.349066,0.00000,-3.85822
4.6450,-0.349066,0.00000,-3.87192
4.6460,-0.349066,0.00000,-3.93554
4.6470,-0.349066,0.00000,-4.00036
4.6480,-0.349066,0.00000,-3.74678
4.6490,-0.349066,0.00000,-3.76754
4.6500,-0.349066,0.00000,-3.75209
4.6510,-0.349066,0.00000,-3.84847
4.6520,-0.349066,0.00000,-3.79168
4.6530,-0.349066,0.00000,-3.87047
4.6540,-0.349066,0.00000,-3.72308
4.6550,-0.349066,0.00000,-3.85258
4.6560,-0.349066,0.00000,-4.11121
4.6570,-0.349066,0.00000,-3.85985
4.6580,-0.349066,0.00000,-4.02034
4.6590,-0.349066,0.00000,-3.98490
4.6600,-0.349066,0.00000,-3.91647
4.6610,-0.349066,0.00000,-3.99361
4.6620,-0.349066,0.00000,-3.81401
4.6630,-0.349066,0.00000,-3.84313
4.6640,-0.349066,0.00000,-3.79984
4.6650,-0.349066,0.00000,-3.89089
4.6660,-0.349066,0.00000,-3.92787
4.6670,-0.349066,0.00000,-3.92420
4.6680,-0.349066,0.00000,-3.89417
4.6690,-0.349066,0.00000,-3.87363
4.6700,-0.349066,0.00000,-3.93318
4.6710,-0.349066,0.00000,-4.00942
4.6720,-0.349066,0.00000,-3.97563
4.6730,-0.349066,0.00000,-4.01095
4.6740,-0.349066,0.00000,-3.85592
4.6750,-0.349066,0.00000,-3.94347
